 time index spike
0 49511.6 0 0
1 49511.6 1 0
2 49511.6 2 0
3 49511.6 3 0
4 49511.6 4 0
5 49511.6 5 0
6 49511.6 6 0
7 49511.6 7 0
8 49511.6 8 0
9 49511.6 9 0
10 49511.6 10 0
11 49511.6 11 0
12 49511.6 12 0
13 49511.6 13 0
14 49511.6 14 1
15 49511.6 15 0
16 49511.6 16 0
17 49511.6 17 0
18 49511.6 18 0
19 49511.6 19 0
20 49511.6 20 0
21 49511.6 21 0
22 49511.6 22 0
23 49511.6 23 0
24 49511.6 24 0
25 49511.6 25 0
26 49511.6 26 0
27 49511.6 27 0
28 49511.6 28 0
29 49511.6 29 0
30 49511.6 30 0
31 49511.6 31 0
32 49511.6 32 0
33 49511.6 33 0
34 49511.6 34 0
35 49511.6 35 0
36 49511.6 36 0
37 49511.6 37 0
38 49511.6 38 0
39 49511.6 39 0
40 49511.6 40 0
41 49511.6 41 0
42 49511.6 42 0
43 49511.6 43 0
44 49511.6 44 0
45 49511.6 45 0
46 49511.6 46 0
47 49511.6 47 0
48 49511.6 48 0
49 49511.6 49 0
50 49511.6 50 0
51 49511.6 51 0
52 49511.6 52 0
53 49511.6 53 0
54 49511.6 54 0
55 49511.6 55 0
56 49511.6 56 0
57 49511.6 57 0
58 49511.6 58 0
59 49511.6 59 0
60 49511.6 60 0
61 49511.6 61 0
62 49511.6 62 0
63 49511.6 63 0
64 49511.6 64 0
65 49511.6 65 0
66 49511.6 66 0
67 49511.6 67 0
68 49511.6 68 0
69 49511.6 69 0
70 49511.6 70 0
71 49511.6 71 0
72 49511.6 72 0
73 49511.6 73 0
74 49511.6 74 0
75 49511.6 75 0
76 49511.6 76 0
77 49511.6 77 0
78 49511.6 78 0
79 49511.6 79 0
80 49511.6 80 0
81 49511.6 81 0
82 49511.6 82 0
83 49511.6 83 0
84 49511.6 84 0
85 49511.6 85 0
86 49511.6 86 0
87 49511.6 87 0
88 49511.6 88 0
89 49511.6 89 0
90 49511.6 90 0
91 49511.6 91 0
92 49511.6 92 0
93 49511.6 93 0
94 49511.6 94 0
95 49511.6 95 0
96 49511.6 96 0
97 49511.6 97 0
98 49511.6 98 0
99 49511.6 99 0
100 49511.6 100 0
101 49511.7 0 0
102 49511.7 1 0
103 49511.7 2 0
104 49511.7 3 0
105 49511.7 4 0
106 49511.7 5 0
107 49511.7 6 0
108 49511.7 7 0
109 49511.7 8 0
110 49511.7 9 0
111 49511.7 10 0
112 49511.7 11 0
113 49511.7 12 0
114 49511.7 13 0
115 49511.7 14 0
116 49511.7 15 0
117 49511.7 16 0
118 49511.7 17 0
119 49511.7 18 0
120 49511.7 19 0
121 49511.7 20 0
122 49511.7 21 0
123 49511.7 22 0
124 49511.7 23 0
125 49511.7 24 0
126 49511.7 25 0
127 49511.7 26 0
128 49511.7 27 0
129 49511.7 28 0
130 49511.7 29 0
131 49511.7 30 0
132 49511.7 31 0
133 49511.7 32 0
134 49511.7 33 0
135 49511.7 34 0
136 49511.7 35 0
137 49511.7 36 0
138 49511.7 37 0
139 49511.7 38 0
140 49511.7 39 0
141 49511.7 40 0
142 49511.7 41 0
143 49511.7 42 0
144 49511.7 43 0
145 49511.7 44 0
146 49511.7 45 0
147 49511.7 46 0
148 49511.7 47 0
149 49511.7 48 0
150 49511.7 49 0
151 49511.7 50 0
152 49511.7 51 0
153 49511.7 52 0
154 49511.7 53 0
155 49511.7 54 0
156 49511.7 55 0
157 49511.7 56 0
158 49511.7 57 0
159 49511.7 58 0
160 49511.7 59 0
161 49511.7 60 0
162 49511.7 61 0
163 49511.7 62 0
164 49511.7 63 0
165 49511.7 64 0
166 49511.7 65 0
167 49511.7 66 0
168 49511.7 67 0
169 49511.7 68 0
170 49511.7 69 0
171 49511.7 70 0
172 49511.7 71 0
173 49511.7 72 0
174 49511.7 73 0
175 49511.7 74 0
176 49511.7 75 0
177 49511.7 76 0
178 49511.7 77 0
179 49511.7 78 0
180 49511.7 79 0
181 49511.7 80 0
182 49511.7 81 0
183 49511.7 82 0
184 49511.7 83 0
185 49511.7 84 0
186 49511.7 85 0
187 49511.7 86 0
188 49511.7 87 0
189 49511.7 88 0
190 49511.7 89 1
191 49511.7 90 0
192 49511.7 91 0
193 49511.7 92 0
194 49511.7 93 0
195 49511.7 94 0
196 49511.7 95 0
197 49511.7 96 0
198 49511.7 97 0
199 49511.7 98 0
200 49511.7 99 0
201 49511.7 100 0
202 49512.6 0 0
203 49512.6 1 0
204 49512.6 2 0
205 49512.6 3 0
206 49512.6 4 0
207 49512.6 5 0
208 49512.6 6 0
209 49512.6 7 0
210 49512.6 8 0
211 49512.6 9 0
212 49512.6 10 0
213 49512.6 11 0
214 49512.6 12 0
215 49512.6 13 0
216 49512.6 14 0
217 49512.6 15 0
218 49512.6 16 0
219 49512.6 17 0
220 49512.6 18 0
221 49512.6 19 0
222 49512.6 20 0
223 49512.6 21 0
224 49512.6 22 0
225 49512.6 23 0
226 49512.6 24 0
227 49512.6 25 0
228 49512.6 26 0
229 49512.6 27 0
230 49512.6 28 0
231 49512.6 29 0
232 49512.6 30 0
233 49512.6 31 0
234 49512.6 32 0
235 49512.6 33 0
236 49512.6 34 0
237 49512.6 35 0
238 49512.6 36 0
239 49512.6 37 0
240 49512.6 38 0
241 49512.6 39 0
242 49512.6 40 0
243 49512.6 41 0
244 49512.6 42 0
245 49512.6 43 0
246 49512.6 44 0
247 49512.6 45 0
248 49512.6 46 0
249 49512.6 47 0
250 49512.6 48 0
251 49512.6 49 0
252 49512.6 50 0
253 49512.6 51 1
254 49512.6 52 0
255 49512.6 53 0
256 49512.6 54 0
257 49512.6 55 0
258 49512.6 56 0
259 49512.6 57 0
260 49512.6 58 0
261 49512.6 59 0
262 49512.6 60 0
263 49512.6 61 0
264 49512.6 62 0
265 49512.6 63 0
266 49512.6 64 0
267 49512.6 65 0
268 49512.6 66 0
269 49512.6 67 0
270 49512.6 68 0
271 49512.6 69 0
272 49512.6 70 0
273 49512.6 71 0
274 49512.6 72 0
275 49512.6 73 0
276 49512.6 74 0
277 49512.6 75 0
278 49512.6 76 0
279 49512.6 77 0
280 49512.6 78 0
281 49512.6 79 0
282 49512.6 80 0
283 49512.6 81 0
284 49512.6 82 0
285 49512.6 83 0
286 49512.6 84 0
287 49512.6 85 0
288 49512.6 86 0
289 49512.6 87 0
290 49512.6 88 0
291 49512.6 89 0
292 49512.6 90 0
293 49512.6 91 0
294 49512.6 92 0
295 49512.6 93 0
296 49512.6 94 0
297 49512.6 95 0
298 49512.6 96 0
299 49512.6 97 0
300 49512.6 98 0
301 49512.6 99 0
302 49512.6 100 0
303 49512.7 0 0
304 49512.7 1 0
305 49512.7 2 0
306 49512.7 3 0
307 49512.7 4 0
308 49512.7 5 0
309 49512.7 6 0
310 49512.7 7 0
311 49512.7 8 0
312 49512.7 9 0
313 49512.7 10 0
314 49512.7 11 0
315 49512.7 12 0
316 49512.7 13 0
317 49512.7 14 0
318 49512.7 15 0
319 49512.7 16 0
320 49512.7 17 0
321 49512.7 18 0
322 49512.7 19 0
323 49512.7 20 0
324 49512.7 21 0
325 49512.7 22 0
326 49512.7 23 0
327 49512.7 24 0
328 49512.7 25 0
329 49512.7 26 0
330 49512.7 27 0
331 49512.7 28 0
332 49512.7 29 0
333 49512.7 30 0
334 49512.7 31 0
335 49512.7 32 0
336 49512.7 33 0
337 49512.7 34 0
338 49512.7 35 1
339 49512.7 36 0
340 49512.7 37 0
341 49512.7 38 0
342 49512.7 39 0
343 49512.7 40 0
344 49512.7 41 0
345 49512.7 42 0
346 49512.7 43 0
347 49512.7 44 0
348 49512.7 45 0
349 49512.7 46 0
350 49512.7 47 0
351 49512.7 48 0
352 49512.7 49 0
353 49512.7 50 0
354 49512.7 51 0
355 49512.7 52 0
356 49512.7 53 0
357 49512.7 54 0
358 49512.7 55 0
359 49512.7 56 0
360 49512.7 57 0
361 49512.7 58 0
362 49512.7 59 0
363 49512.7 60 0
364 49512.7 61 0
365 49512.7 62 0
366 49512.7 63 0
367 49512.7 64 0
368 49512.7 65 0
369 49512.7 66 0
370 49512.7 67 0
371 49512.7 68 0
372 49512.7 69 0
373 49512.7 70 0
374 49512.7 71 0
375 49512.7 72 0
376 49512.7 73 0
377 49512.7 74 0
378 49512.7 75 0
379 49512.7 76 0
380 49512.7 77 0
381 49512.7 78 0
382 49512.7 79 0
383 49512.7 80 0
384 49512.7 81 0
385 49512.7 82 0
386 49512.7 83 0
387 49512.7 84 0
388 49512.7 85 0
389 49512.7 86 0
390 49512.7 87 0
391 49512.7 88 0
392 49512.7 89 0
393 49512.7 90 0
394 49512.7 91 0
395 49512.7 92 0
396 49512.7 93 0
397 49512.7 94 0
398 49512.7 95 0
399 49512.7 96 0
400 49512.7 97 0
401 49512.7 98 0
402 49512.7 99 0
403 49512.7 100 0
404 49512.9 0 0
405 49512.9 1 0
406 49512.9 2 0
407 49512.9 3 0
408 49512.9 4 0
409 49512.9 5 0
410 49512.9 6 0
411 49512.9 7 0
412 49512.9 8 0
413 49512.9 9 0
