 time index spike
0 21007.2 0 0
1 21007.2 1 0
2 21007.2 2 0
3 21007.2 3 0
4 21007.2 4 0
5 21007.2 5 0
6 21007.2 6 0
7 21007.2 7 0
8 21007.2 8 0
9 21007.2 9 0
10 21007.2 10 0
11 21007.2 11 0
12 21007.2 12 0
13 21007.2 13 0
14 21007.2 14 0
15 21007.2 15 0
16 21007.2 16 0
17 21007.2 17 0
18 21007.2 18 1
19 21007.2 19 0
20 21007.2 20 0
21 21007.2 21 0
22 21007.2 22 0
23 21007.2 23 0
24 21007.2 24 0
25 21007.2 25 0
26 21007.2 26 0
27 21007.2 27 0
28 21007.2 28 0
29 21007.2 29 0
30 21007.2 30 0
31 21007.2 31 0
32 21007.2 32 0
33 21007.2 33 0
34 21007.2 34 0
35 21007.2 35 0
36 21007.2 36 0
37 21007.2 37 0
38 21007.2 38 0
39 21007.2 39 0
40 21007.2 40 0
41 21007.2 41 0
42 21007.2 42 0
43 21007.2 43 0
44 21007.2 44 0
45 21007.2 45 0
46 21007.2 46 0
47 21007.2 47 0
48 21007.2 48 0
49 21007.2 49 0
50 21007.2 50 0
51 21007.2 51 0
52 21007.2 52 0
53 21007.2 53 0
54 21007.2 54 0
55 21007.2 55 0
56 21007.2 56 0
57 21007.2 57 0
58 21007.2 58 0
59 21007.2 59 0
60 21007.2 60 0
61 21007.2 61 0
62 21007.2 62 0
63 21007.2 63 0
64 21007.2 64 0
65 21007.2 65 0
66 21007.2 66 0
67 21007.2 67 0
68 21007.2 68 0
69 21007.2 69 0
70 21007.2 70 0
71 21007.2 71 0
72 21007.2 72 0
73 21007.2 73 0
74 21007.2 74 0
75 21007.2 75 0
76 21007.2 76 0
77 21007.2 77 0
78 21007.2 78 0
79 21007.2 79 0
80 21007.2 80 0
81 21007.2 81 0
82 21007.2 82 0
83 21007.2 83 0
84 21007.2 84 0
85 21007.2 85 0
86 21007.2 86 0
87 21007.2 87 0
88 21007.2 88 0
89 21007.2 89 0
90 21007.2 90 0
91 21007.2 91 0
92 21007.2 92 0
93 21007.2 93 0
94 21007.2 94 0
95 21007.2 95 0
96 21007.2 96 0
97 21007.2 97 0
98 21007.2 98 0
99 21007.2 99 0
100 21007.2 100 0
101 21007.4 0 0
102 21007.4 1 0
103 21007.4 2 0
104 21007.4 3 0
105 21007.4 4 0
106 21007.4 5 1
107 21007.4 6 0
108 21007.4 7 0
109 21007.4 8 0
110 21007.4 9 0
111 21007.4 10 0
112 21007.4 11 0
113 21007.4 12 0
114 21007.4 13 0
115 21007.4 14 0
116 21007.4 15 0
117 21007.4 16 0
118 21007.4 17 0
119 21007.4 18 0
120 21007.4 19 0
121 21007.4 20 0
122 21007.4 21 0
123 21007.4 22 0
124 21007.4 23 0
125 21007.4 24 0
126 21007.4 25 0
127 21007.4 26 0
128 21007.4 27 0
129 21007.4 28 0
130 21007.4 29 0
131 21007.4 30 0
132 21007.4 31 0
133 21007.4 32 0
134 21007.4 33 0
135 21007.4 34 0
136 21007.4 35 0
137 21007.4 36 0
138 21007.4 37 0
139 21007.4 38 0
140 21007.4 39 0
141 21007.4 40 0
142 21007.4 41 0
143 21007.4 42 0
144 21007.4 43 0
145 21007.4 44 0
146 21007.4 45 0
147 21007.4 46 0
148 21007.4 47 0
149 21007.4 48 0
150 21007.4 49 0
151 21007.4 50 0
152 21007.4 51 0
153 21007.4 52 0
154 21007.4 53 0
155 21007.4 54 0
156 21007.4 55 0
157 21007.4 56 0
158 21007.4 57 0
159 21007.4 58 0
160 21007.4 59 0
161 21007.4 60 0
162 21007.4 61 0
163 21007.4 62 0
164 21007.4 63 0
165 21007.4 64 0
166 21007.4 65 0
167 21007.4 66 0
168 21007.4 67 0
169 21007.4 68 0
170 21007.4 69 0
171 21007.4 70 0
172 21007.4 71 0
173 21007.4 72 0
174 21007.4 73 0
175 21007.4 74 0
176 21007.4 75 0
177 21007.4 76 0
178 21007.4 77 0
179 21007.4 78 0
180 21007.4 79 0
181 21007.4 80 0
182 21007.4 81 0
183 21007.4 82 0
184 21007.4 83 0
185 21007.4 84 0
186 21007.4 85 0
187 21007.4 86 0
188 21007.4 87 0
189 21007.4 88 0
190 21007.4 89 0
191 21007.4 90 0
192 21007.4 91 0
193 21007.4 92 0
194 21007.4 93 0
195 21007.4 94 0
196 21007.4 95 0
197 21007.4 96 0
198 21007.4 97 0
199 21007.4 98 0
200 21007.4 99 0
201 21007.4 100 0
202 21007.5 0 0
203 21007.5 1 0
204 21007.5 2 0
205 21007.5 3 0
206 21007.5 4 0
207 21007.5 5 0
208 21007.5 6 0
209 21007.5 7 1
210 21007.5 8 0
211 21007.5 9 0
212 21007.5 10 0
213 21007.5 11 0
214 21007.5 12 0
215 21007.5 13 0
216 21007.5 14 0
217 21007.5 15 0
218 21007.5 16 0
219 21007.5 17 0
220 21007.5 18 0
221 21007.5 19 0
222 21007.5 20 0
223 21007.5 21 0
224 21007.5 22 0
225 21007.5 23 0
226 21007.5 24 0
227 21007.5 25 0
228 21007.5 26 0
229 21007.5 27 0
230 21007.5 28 0
231 21007.5 29 0
232 21007.5 30 0
233 21007.5 31 0
234 21007.5 32 0
235 21007.5 33 0
236 21007.5 34 0
237 21007.5 35 0
238 21007.5 36 0
239 21007.5 37 0
240 21007.5 38 0
241 21007.5 39 0
242 21007.5 40 0
243 21007.5 41 0
244 21007.5 42 0
245 21007.5 43 0
246 21007.5 44 0
247 21007.5 45 0
248 21007.5 46 0
249 21007.5 47 0
250 21007.5 48 0
251 21007.5 49 0
252 21007.5 50 0
253 21007.5 51 0
254 21007.5 52 0
255 21007.5 53 0
