 time index spike
0 37509.9 0 0
1 37509.9 1 0
2 37509.9 2 0
3 37509.9 3 0
4 37509.9 4 0
5 37509.9 5 0
6 37509.9 6 0
7 37509.9 7 0
8 37509.9 8 0
9 37509.9 9 0
10 37509.9 10 0
11 37509.9 11 0
12 37509.9 12 0
13 37509.9 13 0
14 37509.9 14 0
15 37509.9 15 0
16 37509.9 16 0
17 37509.9 17 0
18 37509.9 18 0
19 37509.9 19 0
20 37509.9 20 0
21 37509.9 21 0
22 37509.9 22 0
23 37509.9 23 0
24 37509.9 24 0
25 37509.9 25 0
26 37509.9 26 0
27 37509.9 27 0
28 37509.9 28 0
29 37509.9 29 0
30 37509.9 30 0
31 37509.9 31 0
32 37509.9 32 0
33 37509.9 33 0
34 37509.9 34 0
35 37509.9 35 0
36 37509.9 36 0
37 37509.9 37 0
38 37509.9 38 0
39 37509.9 39 0
40 37509.9 40 0
41 37509.9 41 0
42 37509.9 42 0
43 37509.9 43 0
44 37509.9 44 0
45 37509.9 45 0
46 37509.9 46 0
47 37509.9 47 0
48 37509.9 48 0
49 37509.9 49 0
50 37509.9 50 0
51 37509.9 51 0
52 37509.9 52 0
53 37509.9 53 0
54 37509.9 54 0
55 37509.9 55 0
56 37509.9 56 0
57 37509.9 57 0
58 37509.9 58 0
59 37509.9 59 0
60 37509.9 60 0
61 37509.9 61 0
62 37509.9 62 0
63 37509.9 63 0
64 37509.9 64 0
65 37509.9 65 0
66 37509.9 66 0
67 37509.9 67 0
68 37509.9 68 0
69 37509.9 69 0
70 37509.9 70 0
71 37509.9 71 0
72 37509.9 72 0
73 37509.9 73 0
74 37509.9 74 0
75 37509.9 75 0
76 37509.9 76 0
77 37509.9 77 0
78 37509.9 78 0
79 37509.9 79 0
80 37509.9 80 0
81 37509.9 81 0
82 37509.9 82 1
83 37509.9 83 0
84 37509.9 84 0
85 37509.9 85 0
86 37509.9 86 0
87 37509.9 87 0
88 37509.9 88 0
89 37509.9 89 0
90 37509.9 90 0
91 37509.9 91 0
92 37509.9 92 0
93 37509.9 93 0
94 37509.9 94 0
95 37509.9 95 0
96 37509.9 96 0
97 37509.9 97 0
98 37509.9 98 0
99 37509.9 99 0
100 37509.9 100 0
101 37510.0 0 0
102 37510.0 1 0
103 37510.0 2 0
104 37510.0 3 0
105 37510.0 4 0
106 37510.0 5 0
107 37510.0 6 0
108 37510.0 7 0
109 37510.0 8 0
110 37510.0 9 0
111 37510.0 10 0
112 37510.0 11 0
113 37510.0 12 0
114 37510.0 13 0
115 37510.0 14 0
116 37510.0 15 0
117 37510.0 16 0
118 37510.0 17 0
119 37510.0 18 0
120 37510.0 19 0
121 37510.0 20 0
122 37510.0 21 0
123 37510.0 22 0
124 37510.0 23 0
125 37510.0 24 0
126 37510.0 25 0
127 37510.0 26 0
128 37510.0 27 0
129 37510.0 28 0
130 37510.0 29 0
131 37510.0 30 0
132 37510.0 31 0
133 37510.0 32 0
134 37510.0 33 0
135 37510.0 34 0
136 37510.0 35 1
137 37510.0 36 0
138 37510.0 37 0
139 37510.0 38 0
140 37510.0 39 0
141 37510.0 40 0
142 37510.0 41 0
143 37510.0 42 0
144 37510.0 43 0
145 37510.0 44 0
146 37510.0 45 0
147 37510.0 46 0
148 37510.0 47 0
149 37510.0 48 0
150 37510.0 49 0
151 37510.0 50 0
152 37510.0 51 0
153 37510.0 52 0
154 37510.0 53 0
155 37510.0 54 0
156 37510.0 55 0
157 37510.0 56 0
158 37510.0 57 0
159 37510.0 58 0
160 37510.0 59 0
161 37510.0 60 0
162 37510.0 61 0
163 37510.0 62 0
164 37510.0 63 0
165 37510.0 64 0
166 37510.0 65 0
167 37510.0 66 0
168 37510.0 67 0
169 37510.0 68 0
170 37510.0 69 0
171 37510.0 70 0
172 37510.0 71 0
173 37510.0 72 0
174 37510.0 73 0
175 37510.0 74 0
176 37510.0 75 0
177 37510.0 76 0
178 37510.0 77 0
179 37510.0 78 0
180 37510.0 79 0
181 37510.0 80 0
182 37510.0 81 0
183 37510.0 82 0
184 37510.0 83 0
185 37510.0 84 0
186 37510.0 85 0
187 37510.0 86 0
188 37510.0 87 0
189 37510.0 88 0
190 37510.0 89 0
191 37510.0 90 0
192 37510.0 91 0
193 37510.0 92 0
194 37510.0 93 0
195 37510.0 94 0
196 37510.0 95 0
197 37510.0 96 0
198 37510.0 97 0
199 37510.0 98 0
200 37510.0 99 0
201 37510.0 100 0
202 37510.4 0 0
203 37510.4 1 0
204 37510.4 2 0
205 37510.4 3 0
206 37510.4 4 0
207 37510.4 5 0
208 37510.4 6 0
209 37510.4 7 0
210 37510.4 8 0
211 37510.4 9 0
212 37510.4 10 0
213 37510.4 11 0
214 37510.4 12 0
215 37510.4 13 0
216 37510.4 14 0
217 37510.4 15 0
218 37510.4 16 0
219 37510.4 17 0
220 37510.4 18 0
221 37510.4 19 0
