 time index spike
0 6007.2 0 0
1 6007.2 1 0
2 6007.2 2 0
3 6007.2 3 0
4 6007.2 4 0
5 6007.2 5 0
6 6007.2 6 0
7 6007.2 7 0
8 6007.2 8 0
9 6007.2 9 0
10 6007.2 10 0
11 6007.2 11 0
12 6007.2 12 0
13 6007.2 13 0
14 6007.2 14 0
15 6007.2 15 0
16 6007.2 16 0
17 6007.2 17 0
18 6007.2 18 0
19 6007.2 19 0
20 6007.2 20 0
21 6007.2 21 0
22 6007.2 22 0
23 6007.2 23 0
24 6007.2 24 0
25 6007.2 25 0
26 6007.2 26 0
27 6007.2 27 0
28 6007.2 28 0
29 6007.2 29 0
30 6007.2 30 0
31 6007.2 31 0
32 6007.2 32 0
33 6007.2 33 0
34 6007.2 34 0
35 6007.2 35 0
36 6007.2 36 0
37 6007.2 37 0
38 6007.2 38 0
39 6007.2 39 0
40 6007.2 40 0
41 6007.2 41 0
42 6007.2 42 0
43 6007.2 43 0
44 6007.2 44 0
45 6007.2 45 0
46 6007.2 46 0
47 6007.2 47 0
48 6007.2 48 0
49 6007.2 49 0
50 6007.2 50 0
51 6007.2 51 0
52 6007.2 52 1
53 6007.2 53 0
54 6007.2 54 0
55 6007.2 55 0
56 6007.2 56 0
57 6007.2 57 0
58 6007.2 58 0
59 6007.2 59 0
60 6007.2 60 1
61 6007.2 61 0
62 6007.2 62 0
63 6007.2 63 0
64 6007.2 64 0
65 6007.2 65 0
66 6007.2 66 0
67 6007.2 67 0
68 6007.2 68 0
69 6007.2 69 0
70 6007.2 70 0
71 6007.2 71 0
72 6007.2 72 0
73 6007.2 73 0
74 6007.2 74 0
75 6007.2 75 0
76 6007.2 76 0
77 6007.2 77 0
78 6007.2 78 0
79 6007.2 79 0
80 6007.2 80 0
81 6007.2 81 0
82 6007.2 82 0
83 6007.2 83 0
84 6007.2 84 0
85 6007.2 85 0
86 6007.2 86 0
87 6007.2 87 0
88 6007.2 88 0
89 6007.2 89 0
90 6007.2 90 0
91 6007.2 91 0
92 6007.2 92 0
93 6007.2 93 0
94 6007.2 94 0
95 6007.2 95 0
96 6007.2 96 0
97 6007.2 97 0
98 6007.2 98 0
99 6007.2 99 0
100 6007.2 100 0
101 6007.3 0 0
102 6007.3 1 0
103 6007.3 2 0
104 6007.3 3 0
105 6007.3 4 0
106 6007.3 5 0
107 6007.3 6 0
108 6007.3 7 0
109 6007.3 8 1
110 6007.3 9 0
111 6007.3 10 0
112 6007.3 11 0
113 6007.3 12 0
114 6007.3 13 0
115 6007.3 14 0
116 6007.3 15 0
117 6007.3 16 0
118 6007.3 17 0
119 6007.3 18 1
120 6007.3 19 0
121 6007.3 20 0
122 6007.3 21 0
123 6007.3 22 0
124 6007.3 23 0
125 6007.3 24 0
126 6007.3 25 0
127 6007.3 26 0
128 6007.3 27 0
129 6007.3 28 0
130 6007.3 29 0
131 6007.3 30 0
132 6007.3 31 0
133 6007.3 32 0
134 6007.3 33 0
135 6007.3 34 0
136 6007.3 35 1
137 6007.3 36 0
138 6007.3 37 0
139 6007.3 38 0
140 6007.3 39 0
141 6007.3 40 0
142 6007.3 41 0
143 6007.3 42 0
144 6007.3 43 0
145 6007.3 44 0
146 6007.3 45 0
147 6007.3 46 0
148 6007.3 47 0
149 6007.3 48 0
150 6007.3 49 0
151 6007.3 50 0
152 6007.3 51 0
153 6007.3 52 0
154 6007.3 53 0
155 6007.3 54 0
156 6007.3 55 0
157 6007.3 56 0
158 6007.3 57 0
159 6007.3 58 0
160 6007.3 59 0
161 6007.3 60 0
162 6007.3 61 0
163 6007.3 62 0
164 6007.3 63 0
165 6007.3 64 0
166 6007.3 65 0
167 6007.3 66 0
168 6007.3 67 0
169 6007.3 68 0
170 6007.3 69 0
171 6007.3 70 0
172 6007.3 71 0
173 6007.3 72 0
174 6007.3 73 0
175 6007.3 74 0
176 6007.3 75 0
177 6007.3 76 0
178 6007.3 77 0
179 6007.3 78 0
180 6007.3 79 0
181 6007.3 80 0
182 6007.3 81 0
183 6007.3 82 0
184 6007.3 83 0
185 6007.3 84 0
186 6007.3 85 0
187 6007.3 86 0
188 6007.3 87 0
189 6007.3 88 0
190 6007.3 89 0
191 6007.3 90 0
192 6007.3 91 0
193 6007.3 92 0
194 6007.3 93 0
195 6007.3 94 0
196 6007.3 95 0
197 6007.3 96 0
198 6007.3 97 0
199 6007.3 98 0
200 6007.3 99 0
201 6007.3 100 0
202 6007.4 0 0
203 6007.4 1 0
204 6007.4 2 0
205 6007.4 3 0
206 6007.4 4 0
207 6007.4 5 1
208 6007.4 6 0
209 6007.4 7 0
210 6007.4 8 0
211 6007.4 9 0
212 6007.4 10 0
213 6007.4 11 0
214 6007.4 12 0
215 6007.4 13 0
216 6007.4 14 0
217 6007.4 15 0
218 6007.4 16 0
219 6007.4 17 0
220 6007.4 18 0
221 6007.4 19 0
222 6007.4 20 0
223 6007.4 21 0
224 6007.4 22 0
225 6007.4 23 0
226 6007.4 24 0
227 6007.4 25 0
228 6007.4 26 0
229 6007.4 27 0
230 6007.4 28 0
231 6007.4 29 0
232 6007.4 30 0
