 time index spike
0 14007.7 0 0
1 14007.7 1 0
2 14007.7 2 0
3 14007.7 3 0
4 14007.7 4 0
5 14007.7 5 0
6 14007.7 6 0
7 14007.7 7 0
8 14007.7 8 0
9 14007.7 9 0
10 14007.7 10 0
11 14007.7 11 0
12 14007.7 12 0
13 14007.7 13 0
14 14007.7 14 0
15 14007.7 15 0
16 14007.7 16 0
17 14007.7 17 0
18 14007.7 18 1
19 14007.7 19 0
20 14007.7 20 0
21 14007.7 21 0
22 14007.7 22 0
23 14007.7 23 0
24 14007.7 24 0
25 14007.7 25 0
26 14007.7 26 0
27 14007.7 27 0
28 14007.7 28 0
29 14007.7 29 0
30 14007.7 30 0
31 14007.7 31 0
32 14007.7 32 0
33 14007.7 33 0
34 14007.7 34 0
35 14007.7 35 0
36 14007.7 36 0
37 14007.7 37 1
38 14007.7 38 0
39 14007.7 39 0
40 14007.7 40 0
41 14007.7 41 0
42 14007.7 42 0
43 14007.7 43 0
44 14007.7 44 0
45 14007.7 45 0
46 14007.7 46 0
47 14007.7 47 0
48 14007.7 48 0
49 14007.7 49 0
50 14007.7 50 0
51 14007.7 51 0
52 14007.7 52 0
53 14007.7 53 0
54 14007.7 54 0
55 14007.7 55 0
56 14007.7 56 0
57 14007.7 57 0
58 14007.7 58 0
59 14007.7 59 0
60 14007.7 60 0
61 14007.7 61 0
62 14007.7 62 0
63 14007.7 63 0
64 14007.7 64 0
65 14007.7 65 0
66 14007.7 66 0
67 14007.7 67 0
68 14007.7 68 0
69 14007.7 69 0
70 14007.7 70 0
71 14007.7 71 0
72 14007.7 72 0
73 14007.7 73 0
74 14007.7 74 0
75 14007.7 75 0
76 14007.7 76 0
77 14007.7 77 0
78 14007.7 78 0
79 14007.7 79 0
80 14007.7 80 0
81 14007.7 81 0
82 14007.7 82 0
83 14007.7 83 0
84 14007.7 84 0
85 14007.7 85 0
86 14007.7 86 0
87 14007.7 87 0
88 14007.7 88 0
89 14007.7 89 0
90 14007.7 90 0
91 14007.7 91 0
92 14007.7 92 0
93 14007.7 93 0
94 14007.7 94 0
95 14007.7 95 0
96 14007.7 96 0
97 14007.7 97 0
98 14007.7 98 0
99 14007.7 99 0
100 14007.7 100 0
101 14007.8 0 0
102 14007.8 1 0
103 14007.8 2 0
104 14007.8 3 0
105 14007.8 4 0
106 14007.8 5 0
107 14007.8 6 0
108 14007.8 7 0
109 14007.8 8 0
110 14007.8 9 0
111 14007.8 10 0
112 14007.8 11 0
113 14007.8 12 0
114 14007.8 13 0
115 14007.8 14 0
116 14007.8 15 0
117 14007.8 16 0
118 14007.8 17 0
119 14007.8 18 0
120 14007.8 19 0
121 14007.8 20 0
122 14007.8 21 0
123 14007.8 22 0
124 14007.8 23 0
125 14007.8 24 0
126 14007.8 25 0
127 14007.8 26 0
128 14007.8 27 0
129 14007.8 28 0
130 14007.8 29 0
131 14007.8 30 0
132 14007.8 31 0
133 14007.8 32 0
134 14007.8 33 0
135 14007.8 34 0
136 14007.8 35 0
137 14007.8 36 1
138 14007.8 37 0
139 14007.8 38 0
140 14007.8 39 0
141 14007.8 40 0
142 14007.8 41 0
143 14007.8 42 0
144 14007.8 43 0
145 14007.8 44 0
146 14007.8 45 0
147 14007.8 46 0
148 14007.8 47 0
149 14007.8 48 0
150 14007.8 49 0
151 14007.8 50 0
152 14007.8 51 0
153 14007.8 52 0
154 14007.8 53 0
155 14007.8 54 0
156 14007.8 55 0
157 14007.8 56 0
158 14007.8 57 0
159 14007.8 58 0
160 14007.8 59 0
161 14007.8 60 0
162 14007.8 61 0
163 14007.8 62 0
164 14007.8 63 0
165 14007.8 64 0
166 14007.8 65 0
167 14007.8 66 0
168 14007.8 67 0
169 14007.8 68 0
170 14007.8 69 0
171 14007.8 70 0
172 14007.8 71 0
173 14007.8 72 0
174 14007.8 73 0
175 14007.8 74 0
176 14007.8 75 1
177 14007.8 76 0
178 14007.8 77 0
179 14007.8 78 0
180 14007.8 79 0
181 14007.8 80 0
182 14007.8 81 0
183 14007.8 82 0
184 14007.8 83 0
185 14007.8 84 0
186 14007.8 85 0
187 14007.8 86 0
188 14007.8 87 0
189 14007.8 88 0
190 14007.8 89 0
191 14007.8 90 0
192 14007.8 91 0
193 14007.8 92 0
194 14007.8 93 0
195 14007.8 94 0
196 14007.8 95 0
197 14007.8 96 0
198 14007.8 97 0
199 14007.8 98 0
200 14007.8 99 0
201 14007.8 100 0
202 14007.9 0 0
203 14007.9 1 0
204 14007.9 2 0
205 14007.9 3 0
206 14007.9 4 0
207 14007.9 5 0
208 14007.9 6 0
209 14007.9 7 1
210 14007.9 8 0
211 14007.9 9 0
212 14007.9 10 0
213 14007.9 11 0
214 14007.9 12 0
215 14007.9 13 0
216 14007.9 14 0
217 14007.9 15 0
218 14007.9 16 0
219 14007.9 17 0
220 14007.9 18 0
221 14007.9 19 0
222 14007.9 20 0
223 14007.9 21 0
224 14007.9 22 0
225 14007.9 23 0
226 14007.9 24 0
227 14007.9 25 0
228 14007.9 26 0
229 14007.9 27 0
230 14007.9 28 0
231 14007.9 29 0
232 14007.9 30 0
233 14007.9 31 0
234 14007.9 32 0
235 14007.9 33 1
236 14007.9 34 0
237 14007.9 35 0
238 14007.9 36 0
239 14007.9 37 0
240 14007.9 38 0
241 14007.9 39 0
242 14007.9 40 0
243 14007.9 41 0
244 14007.9 42 0
245 14007.9 43 0
246 14007.9 44 0
247 14007.9 45 0
248 14007.9 46 0
249 14007.9 47 0
250 14007.9 48 0
251 14007.9 49 0
252 14007.9 50 0
253 14007.9 51 0
254 14007.9 52 0
255 14007.9 53 0
256 14007.9 54 0
257 14007.9 55 0
258 14007.9 56 0
259 14007.9 57 0
260 14007.9 58 0
261 14007.9 59 0
262 14007.9 60 0
263 14007.9 61 0
264 14007.9 62 0
265 14007.9 63 0
266 14007.9 64 0
267 14007.9 65 0
268 14007.9 66 0
269 14007.9 67 0
270 14007.9 68 0
271 14007.9 69 0
272 14007.9 70 0
273 14007.9 71 0
274 14007.9 72 0
275 14007.9 73 0
276 14007.9 74 0
277 14007.9 75 0
278 14007.9 76 0
279 14007.9 77 0
280 14007.9 78 0
281 14007.9 79 0
282 14007.9 80 0
283 14007.9 81 0
284 14007.9 82 0
285 14007.9 83 0
286 14007.9 84 0
287 14007.9 85 0
288 14007.9 86 0
289 14007.9 87 0
290 14007.9 88 0
291 14007.9 89 0
292 14007.9 90 0
293 14007.9 91 0
294 14007.9 92 0
295 14007.9 93 0
296 14007.9 94 0
297 14007.9 95 0
298 14007.9 96 0
299 14007.9 97 0
300 14007.9 98 0
301 14007.9 99 0
302 14007.9 100 0
303 14008.1 0 0
304 14008.1 1 0
305 14008.1 2 0
306 14008.1 3 0
307 14008.1 4 0
308 14008.1 5 0
