 time index spike
0 82512.9 0 0
1 82512.9 1 0
2 82512.9 2 0
3 82512.9 3 0
4 82512.9 4 0
5 82512.9 5 0
6 82512.9 6 0
7 82512.9 7 0
8 82512.9 8 0
9 82512.9 9 0
10 82512.9 10 0
11 82512.9 11 0
12 82512.9 12 0
13 82512.9 13 0
14 82512.9 14 0
15 82512.9 15 0
16 82512.9 16 0
17 82512.9 17 0
18 82512.9 18 0
19 82512.9 19 0
20 82512.9 20 0
21 82512.9 21 0
22 82512.9 22 0
23 82512.9 23 0
24 82512.9 24 0
25 82512.9 25 0
26 82512.9 26 0
27 82512.9 27 0
28 82512.9 28 0
29 82512.9 29 0
30 82512.9 30 0
31 82512.9 31 0
32 82512.9 32 0
33 82512.9 33 0
34 82512.9 34 0
35 82512.9 35 0
36 82512.9 36 0
37 82512.9 37 0
38 82512.9 38 0
39 82512.9 39 0
40 82512.9 40 0
41 82512.9 41 0
42 82512.9 42 0
43 82512.9 43 0
44 82512.9 44 0
45 82512.9 45 0
46 82512.9 46 0
47 82512.9 47 0
48 82512.9 48 0
49 82512.9 49 0
50 82512.9 50 0
51 82512.9 51 0
52 82512.9 52 0
53 82512.9 53 0
54 82512.9 54 0
55 82512.9 55 0
56 82512.9 56 0
57 82512.9 57 0
58 82512.9 58 0
59 82512.9 59 0
60 82512.9 60 0
61 82512.9 61 0
62 82512.9 62 0
63 82512.9 63 0
64 82512.9 64 0
65 82512.9 65 0
66 82512.9 66 0
67 82512.9 67 0
68 82512.9 68 0
69 82512.9 69 0
70 82512.9 70 0
71 82512.9 71 0
72 82512.9 72 0
73 82512.9 73 0
74 82512.9 74 0
75 82512.9 75 0
76 82512.9 76 0
77 82512.9 77 0
78 82512.9 78 0
79 82512.9 79 0
80 82512.9 80 0
81 82512.9 81 0
82 82512.9 82 0
83 82512.9 83 0
84 82512.9 84 0
85 82512.9 85 0
86 82512.9 86 0
87 82512.9 87 0
88 82512.9 88 0
89 82512.9 89 0
90 82512.9 90 0
91 82512.9 91 0
92 82512.9 92 0
93 82512.9 93 0
94 82512.9 94 1
95 82512.9 95 0
96 82512.9 96 0
97 82512.9 97 0
98 82512.9 98 0
99 82512.9 99 0
100 82512.9 100 0
101 82513.1 0 0
102 82513.1 1 0
103 82513.1 2 0
104 82513.1 3 0
105 82513.1 4 0
106 82513.1 5 0
107 82513.1 6 0
108 82513.1 7 0
109 82513.1 8 0
110 82513.1 9 0
111 82513.1 10 0
112 82513.1 11 0
113 82513.1 12 0
114 82513.1 13 0
115 82513.1 14 0
116 82513.1 15 0
117 82513.1 16 0
118 82513.1 17 0
119 82513.1 18 0
120 82513.1 19 0
121 82513.1 20 0
122 82513.1 21 0
123 82513.1 22 0
124 82513.1 23 0
125 82513.1 24 0
126 82513.1 25 0
127 82513.1 26 0
128 82513.1 27 0
129 82513.1 28 0
130 82513.1 29 0
131 82513.1 30 0
132 82513.1 31 0
133 82513.1 32 0
134 82513.1 33 0
135 82513.1 34 0
136 82513.1 35 0
137 82513.1 36 0
138 82513.1 37 0
139 82513.1 38 0
140 82513.1 39 0
141 82513.1 40 0
142 82513.1 41 0
143 82513.1 42 0
144 82513.1 43 0
145 82513.1 44 0
146 82513.1 45 0
147 82513.1 46 0
148 82513.1 47 0
149 82513.1 48 0
150 82513.1 49 0
151 82513.1 50 0
152 82513.1 51 0
153 82513.1 52 0
154 82513.1 53 0
155 82513.1 54 0
156 82513.1 55 0
157 82513.1 56 0
158 82513.1 57 0
159 82513.1 58 0
160 82513.1 59 0
161 82513.1 60 0
162 82513.1 61 0
163 82513.1 62 0
164 82513.1 63 0
165 82513.1 64 0
166 82513.1 65 0
167 82513.1 66 0
168 82513.1 67 0
169 82513.1 68 0
170 82513.1 69 0
171 82513.1 70 0
172 82513.1 71 0
173 82513.1 72 0
174 82513.1 73 0
175 82513.1 74 0
176 82513.1 75 0
177 82513.1 76 0
178 82513.1 77 0
179 82513.1 78 0
180 82513.1 79 0
181 82513.1 80 0
182 82513.1 81 0
183 82513.1 82 0
184 82513.1 83 0
185 82513.1 84 0
186 82513.1 85 0
187 82513.1 86 0
188 82513.1 87 0
189 82513.1 88 0
190 82513.1 89 0
191 82513.1 90 0
192 82513.1 91 0
193 82513.1 92 0
194 82513.1 93 0
195 82513.1 94 0
196 82513.1 95 0
197 82513.1 96 0
198 82513.1 97 0
199 82513.1 98 0
200 82513.1 99 1
201 82513.1 100 0
202 82513.2 0 0
203 82513.2 1 0
204 82513.2 2 0
205 82513.2 3 0
206 82513.2 4 0
207 82513.2 5 0
208 82513.2 6 0
209 82513.2 7 0
210 82513.2 8 0
211 82513.2 9 0
212 82513.2 10 0
213 82513.2 11 0
214 82513.2 12 0
215 82513.2 13 0
216 82513.2 14 0
217 82513.2 15 0
218 82513.2 16 0
219 82513.2 17 0
220 82513.2 18 0
221 82513.2 19 0
222 82513.2 20 0
223 82513.2 21 0
224 82513.2 22 0
225 82513.2 23 1
226 82513.2 24 0
227 82513.2 25 0
228 82513.2 26 0
229 82513.2 27 0
230 82513.2 28 0
231 82513.2 29 0
232 82513.2 30 0
233 82513.2 31 0
234 82513.2 32 0
235 82513.2 33 0
236 82513.2 34 0
237 82513.2 35 0
238 82513.2 36 0
239 82513.2 37 0
240 82513.2 38 0
241 82513.2 39 0
242 82513.2 40 0
243 82513.2 41 0
244 82513.2 42 0
245 82513.2 43 0
246 82513.2 44 0
247 82513.2 45 0
248 82513.2 46 0
249 82513.2 47 0
250 82513.2 48 0
251 82513.2 49 0
252 82513.2 50 0
253 82513.2 51 0
254 82513.2 52 0
255 82513.2 53 0
256 82513.2 54 0
257 82513.2 55 0
258 82513.2 56 0
259 82513.2 57 0
260 82513.2 58 0
261 82513.2 59 0
262 82513.2 60 0
263 82513.2 61 0
264 82513.2 62 0
265 82513.2 63 0
266 82513.2 64 0
267 82513.2 65 0
268 82513.2 66 0
269 82513.2 67 0
270 82513.2 68 0
271 82513.2 69 0
272 82513.2 70 0
273 82513.2 71 0
274 82513.2 72 0
275 82513.2 73 0
276 82513.2 74 0
277 82513.2 75 0
278 82513.2 76 0
279 82513.2 77 0
280 82513.2 78 0
281 82513.2 79 0
282 82513.2 80 0
283 82513.2 81 0
284 82513.2 82 1
285 82513.2 83 0
286 82513.2 84 0
287 82513.2 85 0
288 82513.2 86 0
289 82513.2 87 0
290 82513.2 88 0
291 82513.2 89 0
292 82513.2 90 0
293 82513.2 91 0
294 82513.2 92 0
295 82513.2 93 0
296 82513.2 94 0
297 82513.2 95 0
298 82513.2 96 0
299 82513.2 97 0
300 82513.2 98 0
301 82513.2 99 0
302 82513.2 100 0
303 82513.3 0 0
304 82513.3 1 0
305 82513.3 2 0
306 82513.3 3 0
307 82513.3 4 0
308 82513.3 5 0
309 82513.3 6 0
310 82513.3 7 0
311 82513.3 8 0
312 82513.3 9 0
313 82513.3 10 0
314 82513.3 11 0
315 82513.3 12 0
316 82513.3 13 0
317 82513.3 14 0
318 82513.3 15 0
319 82513.3 16 0
320 82513.3 17 0
321 82513.3 18 0
322 82513.3 19 0
323 82513.3 20 0
324 82513.3 21 0
325 82513.3 22 0
326 82513.3 23 0
327 82513.3 24 0
328 82513.3 25 0
329 82513.3 26 0
330 82513.3 27 0
331 82513.3 28 0
332 82513.3 29 0
333 82513.3 30 1
334 82513.3 31 0
335 82513.3 32 0
336 82513.3 33 0
337 82513.3 34 0
338 82513.3 35 0
339 82513.3 36 0
340 82513.3 37 0
341 82513.3 38 0
342 82513.3 39 0
343 82513.3 40 0
344 82513.3 41 0
345 82513.3 42 0
346 82513.3 43 0
347 82513.3 44 0
348 82513.3 45 0
349 82513.3 46 0
350 82513.3 47 0
351 82513.3 48 0
352 82513.3 49 0
353 82513.3 50 0
354 82513.3 51 0
355 82513.3 52 0
356 82513.3 53 0
357 82513.3 54 0
